name,locality,cuisine,price_per_person,overall_rating,food,service,ambiance,reviews,noise,dining_style,latitude,longitude,url
Broadstone Bar & Kitchen,Financial District,American,$,4.2,4.1,4.1,4.1,268,Moderate,Casual Dining,40.7041146,-74.0117291,https://www.kayak.com/New-York-Restaurants-Broadstone-Bar-Kitchen.100052206.rd.ksp
Stone Street Tavern,Financial District,American,$,4.5,4.4,4.5,4.2,75,Moderate,Casual Dining,40.7042777,-74.010273,https://www.kayak.com/New-York-Restaurants-Stone-Street-Tavern.100020600.rd.ksp
Industry Kitchen,Financial District,American,$,4.5,4.3,4.4,4.5,440,Moderate,Casual Dining,40.70492095,-74.0048741,https://www.kayak.com/New-York-Restaurants-Industry-Kitchen.100008389.rd.ksp
The Ketch - NYC,Financial District,Contemporary American,$,4,3.9,3.9,3.8,534,Moderate,Casual Elegant,40.7063056,-74.0074663,https://www.kayak.com/New-York-Restaurants-The-Ketch.100028704.rd.ksp
The Tuck Room- New York,Financial District,Unspecified,$,4.2,4.1,4.1,4.4,1163,Moderate,Casual Elegant,40.7066295,-74.0031405,https://www.kayak.com/New-York-Restaurants-The-Tuck-Room-New-York.100032597.rd.ksp
FARIDA Central Asian Cuisine & Grill,Hell's Kitchen,Asian,$,4.4,4.5,4.3,4,306,Moderate,Casual Dining,40.7071242,-74.0083922,https://www.kayak.com/New-York-Restaurants-FARIDA-Central-Asian-Cuisine-Grill.100056141.rd.ksp
Il Brigante Restaurant,Financial District,Italian,$,4.5,4.5,4.3,4.2,1576,Moderate,Casual Dining,40.7073831,-74.002626,https://www.kayak.com/New-York-Restaurants-Il-Brigante-Restaurant.100020169.rd.ksp
Barbalu,Financial District,Italian,$,4.5,4.4,4.4,4.4,46,Moderate,Fine Dining,40.7074502,-74.0020779,https://www.kayak.com/New-York-Restaurants-Barbalu.100005029.rd.ksp
Kiwi Cuba,Financial District,American,$,4.7,4.2,4.7,4.4,13,Low,Casual Dining,40.7075389,-74.0018114,https://www.kayak.com/New-York-Restaurants-Kiwi-Cuba.101004673.rd.ksp
Ainsworth Fi Di,Financial District,American,$,4.1,4,3.9,4,1804,Moderate,Casual Dining,40.7077143,-74.0082787,https://www.kayak.com/New-York-Restaurants-Ainsworth-Fi-Di.100049505.rd.ksp
Blue Ribbon Federal Grill,Financial District,Contemporary American,$,4.5,4.5,4.4,4.3,2134,Moderate,Casual Dining,40.7079853,-74.0077109,https://www.kayak.com/New-York-Restaurants-Blue-Ribbon-Federal-Grill.100052705.rd.ksp
Miramar,Battery Park City,Seafood,$,4.2,4.2,4.2,4.2,745,Moderate,Casual Dining,40.7079986,-74.0179927,https://www.kayak.com/New-York-Restaurants-Miramar.100052674.rd.ksp
Acqua Restaurant NYC,Financial District,Italian,$,4.3,4.3,4.3,4.3,2145,Moderate,Casual Dining,40.7082305,-74.0016978,https://www.kayak.com/New-York-Restaurants-Acqua-Restaurant-NYC.100020539.rd.ksp
Cowgirl Seahorse,Financial District,Café,$,4.4,4.2,4.1,4.2,598,Moderate,Casual Dining,40.7082323,-74.0005339,https://www.kayak.com/New-York-Restaurants-Cowgirl-Seahorse.100030948.rd.ksp
Kestè Wall Street,Financial District,Pizzeria,$,4.5,4.6,4.3,4.1,463,Low,Casual Dining,40.7091573,-74.004696,https://www.kayak.com/New-York-Restaurants-Keste-Wall-Street.100038157.rd.ksp
Bill's Bar & Burger Downtown,Financial District,Burgers,$,4.4,3.5,4.3,4.2,34,Moderate,Casual Dining,40.709363,-74.0141805,https://www.kayak.com/New-York-Restaurants-Bill-s-Bar-Burger-Downtown.100002095.rd.ksp
Carragher’s,Midtown,British,$,4.3,4,4.1,4.3,1094,Moderate,Casual Dining,40.7099702,-74.0087412,https://www.kayak.com/New-York-Restaurants-Carraghers.100024064.rd.ksp
Vino & ... Eataly Downtown NYC,Financial District,Italian,$,4.3,4.5,4.4,4.1,61,Moderate,Casual Dining,40.7100647,-74.0119758,https://www.kayak.com/New-York-Restaurants-Vino-Eataly-Downtown-NYC.101002302.rd.ksp
El Vez New York,Battery Park City,Mexican,$,4.5,4.4,4.3,4.3,10619,Moderate,Casual Dining,40.7127281,-74.0060152,https://www.kayak.com/New-York-Restaurants-El-Vez-New-York.100004791.rd.ksp
"The VNYL, Vintage New York Lifestyle",East Village,American,$,3.8,3.1,3.1,3.7,305,Moderate,Elegant Dining,40.7127753,-74.0059728,https://www.kayak.com/New-York-Restaurants-The-VNYL-Vintage-New-York-Lifestyle.100047913.rd.ksp
Parm Battery Park City,Battery Park City,Italian,$,4.2,4,3.8,3.7,2366,Moderate,Casual Dining,40.7144941,-74.016133,https://www.kayak.com/New-York-Restaurants-Parm-Battery-Park-City.100009230.rd.ksp
Bacaro,Chinatown,Italian,$,4.4,4.3,4.2,4.5,2694,Moderate,Casual Dining,40.7145382,-73.9916726,https://www.kayak.com/New-York-Restaurants-Bacaro.100017542.rd.ksp
ATRIO Wine Bar & Restaurant,Battery Park City,Unspecified,$,4.8,4.6,4.8,4.6,25,Moderate,Casual Elegant,40.7150499,-74.0155621,https://www.kayak.com/New-York-Restaurants-ATRIO-Wine-Bar-Restaurant.100020650.rd.ksp
The Metrograph Commissary,Chinatown,American,$,4.6,4.4,4.4,4.6,504,Moderate,Casual Dining,40.7151002,-73.9910692,https://www.kayak.com/New-York-Restaurants-The-Metrograph-Commissary.100040866.rd.ksp
Graffiti Earth at Duane Street Hotel,Tribeca,Fusion / Eclectic,$,4.4,4.4,4.4,4.3,245,Low,Casual Dining,40.7158628,-74.0074032,https://www.kayak.com/New-York-Restaurants-Graffiti-Earth-at-Duane-Street-Hotel.100034006.rd.ksp
The Palm Tribeca,Tribeca,Steakhouse,$,4.3,4.3,4.4,4.3,100,Moderate,Fine Dining,40.7165789,-74.0126991,https://www.kayak.com/New-York-Restaurants-The-Palm-Tribeca.100011919.rd.ksp
L'Angolo - Tribeca,Tribeca,Italian,$,4.5,4.4,4.4,4.4,2468,Moderate,Casual Elegant,40.7173371,-74.0105312,https://www.kayak.com/New-York-Restaurants-L-Angolo-Tribeca.100979215.rd.ksp
Casa Bella Restaurant,Little Italy,Italian,$,4.4,4.5,4.5,4.4,27,Moderate,Casual Dining,40.7180735,-73.9981277,https://www.kayak.com/New-York-Restaurants-Casa-Bella-Restaurant.100033753.rd.ksp
Sarabeth's TriBeCa,Tribeca,Unspecified,$,4.5,4.5,4.4,4.3,122,Moderate,Casual Dining,40.7182859,-74.01025,https://www.kayak.com/New-York-Restaurants-Sarabeth-s-TriBeCa.100034261.rd.ksp
Paesano of Mulberry Street,Little Italy,Italian,$,4.7,4.6,4.6,4.7,165,Moderate,Casual Dining,40.7185789,-73.997542,https://www.kayak.com/New-York-Restaurants-Paesano-of-Mulberry-Street.100028562.rd.ksp
Dinner on Ludlow,Lower East Side,American,$,3.9,3.9,3.8,3.9,374,Moderate,Casual Dining,40.7186318,-73.9893489,https://www.kayak.com/New-York-Restaurants-Dinner-on-Ludlow.100984141.rd.ksp
Aunt Jake's Little Italy,Little Italy,Italian,$,4.1,4.2,3.9,4,101,Moderate,Casual Dining,40.7186515,-73.9979766,https://www.kayak.com/New-York-Restaurants-Aunt-Jake-s-Little-Italy.100042920.rd.ksp
Los Feliz,Lower East Side,Mexican,$,4.7,4.6,4.3,4.5,41,Moderate,Casual Dining,40.719392,-73.9888436,https://www.kayak.com/New-York-Restaurants-Los-Feliz.100023834.rd.ksp
Char Sue,Lower East Side,Izakaya,$,4.6,4.6,4.3,4.2,195,Moderate,Casual Dining,40.7196,-73.9879152,https://www.kayak.com/New-York-Restaurants-Char-Sue.100052092.rd.ksp
Da Nico Restaurant - Manhattan,Little Italy,Italian,$,4.6,4.6,4.5,4.5,274,Moderate,Casual Dining,40.7196637,-73.9969318,https://www.kayak.com/New-York-Restaurants-Da-Nico-Ristorante-Manhattan-Location.100008977.rd.ksp
Sel Rrose,Bowery,French,$,4.5,4.4,4.2,4.4,1771,Moderate,Casual Dining,40.7199995,-73.993784,https://www.kayak.com/New-York-Restaurants-Sel-Rrose.100000884.rd.ksp
Pepe Rosso Social,Little Italy,Italian,$,4.6,4.5,4.3,4.3,51,Moderate,Casual Dining,40.720025,-73.9962167,https://www.kayak.com/New-York-Restaurants-Pepe-Rosso-Social.100028568.rd.ksp
La Mela,Little Italy,Italian,$,4.6,4.7,4.7,4.4,94,Moderate,Casual Dining,40.7200616,-73.9972674,https://www.kayak.com/New-York-Restaurants-La-Mela.100991769.rd.ksp
Serafina Ludlow,Lower East Side,Italian,$,4.2,4.2,4.1,4.2,65,Moderate,Casual Dining,40.720194,-73.9884455,https://www.kayak.com/New-York-Restaurants-Serafina-Ludlow.100038642.rd.ksp
Sons of Essex,Lower East Side,American,$,4.5,4.5,4.5,4.5,19,Moderate,Casual Dining,40.7202021,-73.9875286,https://www.kayak.com/New-York-Restaurants-Sons-of-Essex.100020189.rd.ksp
Ivan Ramen,Lower East Side,Contemporary Asian,$,4.9,4.8,4.9,4.6,408,Moderate,Casual Dining,40.7205419,-73.9844418,https://www.kayak.com/New-York-Restaurants-Ivan-Ramen.100986119.rd.ksp
Tijuana Picnic,Lower East Side,Mexican,$,4.4,4.2,3.9,4.3,1771,Moderate,Casual Dining,40.7207634,-73.9873657,https://www.kayak.com/New-York-Restaurants-Tijuana-Picnic.100047496.rd.ksp
Rizzo's Fine Pizza Co. Beer & Wine Bar,Lower East Side,Pizzeria,$,4.5,4.6,4.6,4.3,246,Moderate,Casual Dining,40.7208467,-73.9844011,https://www.kayak.com/New-York-Restaurants-Rizzo-s-Fine-Pizza-Co-Beer-Wine-Bar.100004555.rd.ksp
Souvlaki GR - LES,Lower East Side,Greek,$,4.6,4.8,4.7,4.5,11,Moderate,Casual Dining,40.7211257,-73.9871559,https://www.kayak.com/New-York-Restaurants-Souvlaki-GR-LES.100020937.rd.ksp
Ms Yoo,Lower East Side,Gastro Pub,$,4.3,4.2,4.3,4.2,344,Moderate,Casual Dining,40.7211839,-73.9896938,https://www.kayak.com/New-York-Restaurants-Ms-Yoo.100040154.rd.ksp
Balzem,Nolita,Mediterranean,$,4.4,4.4,4.4,4.4,53,Moderate,Casual Dining,40.7213239,-73.9954644,https://www.kayak.com/New-York-Restaurants-Balzem.100004813.rd.ksp
Pizza Beach LES,Lower East Side,Pizzeria,$,4.6,4.5,4.3,4.5,3157,Moderate,Casual Dining,40.7213684,-73.9887366,https://www.kayak.com/New-York-Restaurants-Pizza-Beach-LES.100025837.rd.ksp
Fiat Cafe,Nolita,Italian,$,4.7,4.7,4.7,4.5,30,Moderate,Casual Dining,40.7214311,-73.9956551,https://www.kayak.com/New-York-Restaurants-Fiat-Cafe.100017478.rd.ksp
Galli Restaurant SoHo,SoHo,Italian,$,4.3,4.3,4.2,4.2,6106,Moderate,Casual Dining,40.721674,-74.001407,https://www.kayak.com/New-York-Restaurants-Galli-Restaurant-SoHo.100022536.rd.ksp
Cafe Select,SoHo,Swiss,$,4.5,4.4,4.1,4.4,3185,Moderate,Casual Dining,40.7217594,-73.9978239,https://www.kayak.com/New-York-Restaurants-Cafe-Select.100019929.rd.ksp
Jack's Wife Freda - Lafayette Street,SoHo,Contemporary American,$,4.8,4.6,4.5,4.6,73,Moderate,Casual Dining,40.7221177,-73.9975189,https://www.kayak.com/New-York-Restaurants-Jack-s-Wife-Freda-Lafayette-Street.100007880.rd.ksp
Blue Ribbon Sushi Izakaya,Lower East Side,Japanese,$,4.6,4.6,4.6,4.5,198,Moderate,Casual Dining,40.722135,-73.988438,https://www.kayak.com/New-York-Restaurants-Blue-Ribbon-Sushi-Izakaya.100000695.rd.ksp
Jimmy at the James,SoHo,Tapas / Small Plates,$,4.3,3.8,3.8,4.3,507,Moderate,Casual Dining,40.7224501,-74.0048185,https://www.kayak.com/New-York-Restaurants-Jimmy-at-the-James.100009499.rd.ksp
Boulton and Watt,East Village,Comfort food,$,4.7,4.7,4.6,4.8,39,Moderate,Casual Dining,40.72252,-73.9863608,https://www.kayak.com/New-York-Restaurants-Boulton-and-Watt.100022790.rd.ksp
Supper Restaurant,East Village,Italian,$,4.6,4.6,4.4,4.3,4746,Moderate,Casual Dining,40.7229141,-73.9852575,https://www.kayak.com/New-York-Restaurants-Supper-Restaurant.100002785.rd.ksp
Lil' Frankie's,East Village,Italian,$,4.6,4.6,4.1,4.3,7201,Moderate,Casual Dining,40.7236464,-73.9884794,https://www.kayak.com/New-York-Restaurants-Lil-Frankie-s.100002782.rd.ksp
Little Prince,SoHo,French,$,4.5,4.5,4.3,4.4,6328,Moderate,Casual Dining,40.7236609,-73.9967169,https://www.kayak.com/New-York-Restaurants-Little-Prince.100003598.rd.ksp
Divya's Kitchen,East Village,Vegetarian / Vegan,$,4.7,4.7,4.7,4.8,69,Moderate,Casual Dining,40.7237147,-73.9883625,https://www.kayak.com/New-York-Restaurants-Divya-s-Kitchen.100034048.rd.ksp
Oda House,East Village,Georgian,$,4.5,4.6,4.3,4.1,1765,Moderate,Casual Dining,40.7240335,-73.9821057,https://www.kayak.com/New-York-Restaurants-Oda-House.100001754.rd.ksp
Laduree Soho Restaurant,SoHo,French,$,4.5,4.4,4.3,4.7,466,Moderate,Casual Elegant,40.7243143,-74.0025064,https://www.kayak.com/New-York-Restaurants-Laduree-SOHO.100051384.rd.ksp
Spring Street Natural,Nolita,American,$,4.5,4.3,4.3,4.2,1629,Moderate,Casual Dining,40.7243804,-74.0015419,https://www.kayak.com/New-York-Restaurants-Spring-Street-Natural.100042153.rd.ksp
Felix,SoHo,French,$,4.2,4.1,3.8,4.1,3601,Moderate,Casual Dining,40.7245415,-73.9996017,https://www.kayak.com/New-York-Restaurants-Felix.100018412.rd.ksp
Piccola Cucina Estiatorio,SoHo,Italian,$,4.7,4.7,4.7,4.5,428,Moderate,Casual Dining,40.7246842,-74.0031818,https://www.kayak.com/New-York-Restaurants-Piccola-Cucina-Estiatorio.100035517.rd.ksp
Mercer Kitchen,SoHo,American,$,4.5,4.4,4.2,4.5,1284,Moderate,Casual Elegant,40.7248117,-73.998741,https://www.kayak.com/New-York-Restaurants-Mercer-Kitchen.100011493.rd.ksp
Piccola Cucina Osteria - Spring St.,SoHo,Italian,$,4.6,4.6,4.6,4.3,250,Moderate,Casual Dining,40.7250308,-74.0032774,https://www.kayak.com/New-York-Restaurants-Piccola-Cucina-Osteria-Spring-St-.100001120.rd.ksp
Somtum Der,East Village,Thaï,$,4.5,4.5,4.2,4.1,1932,Moderate,Casual Dining,40.7252003,-73.9843444,https://www.kayak.com/New-York-Restaurants-Somtum-Der.100007396.rd.ksp
Buenos Aires,East Village,Argentinean,$,4.9,4.9,4.8,4.8,99,Moderate,Casual Dining,40.7252275,-73.9831134,https://www.kayak.com/New-York-Restaurants-Buenos-Aires.100001410.rd.ksp
Bessou,NoHo,Japanese,$,4.6,4.6,4.5,4.4,891,Moderate,Casual Dining,40.7254629,-73.9927069,https://www.kayak.com/New-York-Restaurants-Bessou.100039284.rd.ksp
Nonna Beppa,Hudson Square,Italian,$,4.4,4.4,4.4,4.3,476,Low,Casual Dining,40.7254978,-74.00744,https://www.kayak.com/New-York-Restaurants-Nonna-Beppa.100052567.rd.ksp
Blue Ribbon Brasserie,SoHo,American,$,4.8,4.8,4.7,4.6,297,Moderate,Casual Elegant,40.7254995,-74.0030627,https://www.kayak.com/New-York-Restaurants-Blue-Ribbon-Brasserie.100972610.rd.ksp
Bar Primi,East Village,Italian,$,4.7,4.6,4.6,4.5,161,Moderate,Casual Dining,40.7256687,-73.991784,https://www.kayak.com/New-York-Restaurants-Bar-Primi.100005204.rd.ksp
The Black Ant,East Village,Mexican,$,4.6,4.6,4.4,4.3,54,Moderate,Casual Dining,40.7257664,-73.9895015,https://www.kayak.com/New-York-Restaurants-The-Black-Ant.100005542.rd.ksp
Kana SoHo Bar,Hudson Square,Latin American,$,3.9,3.8,4,3.8,193,Moderate,Casual Dining,40.7258513,-74.0094266,https://www.kayak.com/New-York-Restaurants-Kana-SoHo-Bar.101012007.rd.ksp
Double Zero,East Village,Italian,$,4.7,4.7,4.4,4.4,65,Moderate,Casual Dining,40.7261117,-73.9897202,https://www.kayak.com/New-York-Restaurants-Double-Zero.100028154.rd.ksp
Giano,East Village,Italian,$,4.9,4.9,4.9,4.8,128,Moderate,Casual Elegant,40.7261935,-73.9841587,https://www.kayak.com/New-York-Restaurants-Giano.100013889.rd.ksp
Sadelle’s,SoHo,Breakfast,$,4.7,4.7,4.3,4.6,14647,Moderate,Casual Dining,40.7262525,-74.0001116,https://www.kayak.com/New-York-Restaurants-Sadelles.100023733.rd.ksp
Nai Tapas Restaurant,East Village,Tapas / Small Plates,$,4.6,4.6,4.6,4.5,110,Moderate,Elegant Dining,40.7265671,-73.98891,https://www.kayak.com/New-York-Restaurants-Nai-Tapas.100018457.rd.ksp
Tableside Italian Cook Shoppe,East Village,Italian,$,4.7,4.6,4.6,4.5,76,Moderate,Casual Elegant,40.7266525,-73.9864109,https://www.kayak.com/New-York-Restaurants-Tableside-Italian-Cook-Shoppe.100964634.rd.ksp
Coco & Cru,Manhattan,American,$,4.4,4.4,4.2,4.1,1974,Moderate,Casual Dining,40.7267509,-73.9960237,https://www.kayak.com/New-York-Restaurants-Coco-Cru.100036466.rd.ksp
Malai Marke,East Village,Indian,$,4.4,4.6,4.3,3.9,26,Moderate,Casual Dining,40.7268372,-73.9876745,https://www.kayak.com/New-York-Restaurants-Malai-Marke.100000083.rd.ksp
Vic's,NoHo,Italian,$,4.6,4.5,4.4,4.5,10195,Moderate,Casual Elegant,40.7269244,-73.9932027,https://www.kayak.com/New-York-Restaurants-Vic-s.100015136.rd.ksp
Local 92 - East Village,East Village,Mediterranean,$,4.2,4.2,4.1,4.1,67,Moderate,Casual Dining,40.7269801,-73.9885891,https://www.kayak.com/New-York-Restaurants-Local-92.100014132.rd.ksp
David's Cafe,East Village,French American,$,4.6,4.6,4.4,4.4,1782,Moderate,Casual Dining,40.727062,-73.9843137,https://www.kayak.com/New-York-Restaurants-David-s-Cafe.100026434.rd.ksp
Westville Hudson,Hudson Square,American,$,4.8,4.7,4.6,4.6,134,Moderate,Casual Dining,40.7272539,-74.0075081,https://www.kayak.com/New-York-Restaurants-Westville-Hudson.100003228.rd.ksp
Jane,Manhattan,American,$,4.6,4.4,4.5,4.4,100,Moderate,Casual Dining,40.7273302,-74.000275,https://www.kayak.com/New-York-Restaurants-Jane.100008385.rd.ksp
Eleven B,East Village,Italian,$,4.4,4.3,4.3,4.3,351,Moderate,Casual Dining,40.727419,-73.9796782,https://www.kayak.com/New-York-Restaurants-Eleven-B.100019586.rd.ksp
West 3rd Common,Manhattan,American,$,4.5,4.4,4.5,4,11,Moderate,Casual Elegant,40.7280423,-73.9950106,https://www.kayak.com/New-York-Restaurants-West-3rd-Common.100025344.rd.ksp
Madam Ji,Manhattan,Indian,$,4.2,4.2,4.1,3.7,481,Low,Casual Dining,40.7281846,-73.9996016,https://www.kayak.com/New-York-Restaurants-Surya.100026575.rd.ksp
"Gyu-Kaku - New York, NY | East Village",NoHo,Japanese,$,4.6,4.7,4.4,4.3,188,Moderate,Casual Dining,40.728255,-73.9914601,https://www.kayak.com/New-York-Restaurants-Gyu-Kaku-East-Village.100020369.rd.ksp
Favela Cubana,Manhattan,Cuban,$,4.2,4.1,4,4.1,1323,Moderate,Casual Dining,40.7284192,-73.9981377,https://www.kayak.com/New-York-Restaurants-Favela-Cubana.100048350.rd.ksp
Carroll Place,Manhattan,Italian,$,4.2,4.2,4,4.2,133,Moderate,Casual Dining,40.7286314,-73.9997681,https://www.kayak.com/New-York-Restaurants-Carroll-Place.100005231.rd.ksp
Gomi,East Village,Wine Bar,$,4.4,4.3,4.4,4.2,67,Low,Casual Dining,40.7288636,-73.9813167,https://www.kayak.com/New-York-Restaurants-Gomi.100046969.rd.ksp
Senza Gluten,Manhattan,Italian,$,4.7,4.7,4.7,4.6,325,Moderate,Casual Elegant,40.7290193,-74.0003692,https://www.kayak.com/New-York-Restaurants-Senza-Gluten.100008438.rd.ksp
The Library at The Public,NoHo,American,$,4.4,4.3,4.3,4.5,20,Moderate,Casual Dining,40.7290343,-73.9918323,https://www.kayak.com/New-York-Restaurants-The-Library-at-the-Public.100022092.rd.ksp
El Camion,East Village,Mexican,$,4.4,4.3,4,3.9,1297,Moderate,Casual Dining,40.7291288,-73.9811182,https://www.kayak.com/New-York-Restaurants-El-Camion.100019356.rd.ksp
Denino's Greenwich Village,Manhattan,Italian,$,4.8,4.8,4.7,4.6,115,Moderate,Casual Dining,40.7294021,-74.0011852,https://www.kayak.com/New-York-Restaurants-Denino-s-Greenwich-Village.100034069.rd.ksp
The Copper Still - East,East Village,American,$,4.4,4.3,4.1,4.2,222,Moderate,Casual Dining,40.729545,-73.9872359,https://www.kayak.com/New-York-Restaurants-The-Copper-Still-East.100029401.rd.ksp
Jack's Wife Freda - Carmine Street,West Village,Contemporary American,$,4.7,4.7,4.8,4.6,90,Moderate,Casual Dining,40.7298568,-74.0035384,https://www.kayak.com/New-York-Restaurants-Jack-s-Wife-Freda-Carmine-Street.100007881.rd.ksp
Numero 28 Pizzeria - West Village,West Village,Italian,$,4.5,4.6,4.4,4.3,38,Moderate,Casual Dining,40.7301138,-74.0027839,https://www.kayak.com/New-York-Restaurants-Numero-28-Pizzeria-West-Village.100024761.rd.ksp
White Oak Tavern,Manhattan,Comfort food,$,4.5,4.4,4.5,4.5,2470,Moderate,Casual Dining,40.7303749,-73.9946392,https://www.kayak.com/New-York-Restaurants-White-Oak-Tavern.100005524.rd.ksp
The Smith - East Village,East Village,American,$,4.6,3.5,4.5,4.4,501,Moderate,Casual Dining,40.7309719,-73.9886066,https://www.kayak.com/New-York-Restaurants-The-Smith-East-Village.100010609.rd.ksp
Snack Taverna,West Village,Greek,$,4.4,4.4,4.2,4.2,3484,Moderate,Casual Dining,40.7310534,-74.0047569,https://www.kayak.com/New-York-Restaurants-Snack-Taverna.100052067.rd.ksp
Tio Pepe NYC,West Village,Spanish,$,4.1,3.9,4.1,4,899,Moderate,Casual Dining,40.7320667,-74.0015583,https://www.kayak.com/New-York-Restaurants-Tio-Pepe.100032992.rd.ksp
Claudette,Manhattan,French,$,4.5,4.4,4.4,4.5,9935,Moderate,Casual Elegant,40.7330582,-73.9960229,https://www.kayak.com/New-York-Restaurants-Claudette.100004943.rd.ksp
Olio e Più,West Village,Italian,$,4.6,4.6,4.5,4.6,988,Moderate,Casual Dining,40.7337937,-73.9997745,https://www.kayak.com/New-York-Restaurants-Olio-e-Piu.100017071.rd.ksp
Agave,West Village,Unspecified,$,4.4,4.4,4.3,4.2,92,Moderate,Casual Elegant,40.7347312,-74.0023782,https://www.kayak.com/New-York-Restaurants-Agave.100013127.rd.ksp
Pinto Garden,West Village,Thaï,$,4.5,4.4,4.3,4.5,1063,Moderate,Casual Dining,40.7348667,-73.9994819,https://www.kayak.com/New-York-Restaurants-Pinto-Garden.100041567.rd.ksp
Extra Virgin Restaurant,West Village,Mediterranean,$,4.4,4.3,4.2,4.3,250,Moderate,Casual Dining,40.7353475,-74.0031806,https://www.kayak.com/New-York-Restaurants-Extra-Virgin-Restaurant.100033452.rd.ksp
Max Brenner - Union Square,Manhattan,Comfort food,$,4.3,4.3,4.4,4.2,363,Moderate,Casual Dining,40.7358633,-73.9910835,https://www.kayak.com/New-York-Restaurants-Max-Brenner-Union-Square.100039865.rd.ksp
5 Napkin Burger - Union Square,East Village,Burgers,$,4.2,4.2,4.1,3.9,3254,Moderate,Casual Elegant,40.7358633,-73.9910835,https://www.kayak.com/New-York-Restaurants-5-Napkin-Burger-Union-Square.100050348.rd.ksp
Spice - Union Square,Manhattan,Thaï,$,3.9,4,3.5,3.6,1621,Moderate,Casual Dining,40.7358633,-73.9910835,https://www.kayak.com/New-York-Restaurants-Spice-Union-Square.100051174.rd.ksp
Hudson Hound,West Village,American,$,4.5,4.3,4.5,4.3,15,Moderate,Casual Dining,40.7361111,-74.0061111,https://www.kayak.com/New-York-Restaurants-Hudson-Hound.100025800.rd.ksp
Pierre Loti Union Square,Gramercy,Mediterranean,$,4.6,4.2,4.6,4.4,30,Moderate,Casual Dining,40.7361222,-73.9874298,https://www.kayak.com/New-York-Restaurants-Pierre-Loti-Union-Square.100018080.rd.ksp
Flex Mussels - West Village,West Village,Seafood,$,4.8,4.9,4.7,4.7,43,Moderate,Casual Dining,40.7374687,-73.999649,https://www.kayak.com/New-York-Restaurants-Flex-Mussels-13th-Street.100042341.rd.ksp
Azuki Japanese Restaurant,Midtown,Japanese,$,4.2,4.2,3.9,3.8,217,Low,Casual Dining,40.7378367,-73.9877946,https://www.kayak.com/New-York-Restaurants-Azuki-Japanese-Restaurant.100035512.rd.ksp
Isabelle’s Osteria,Gramercy,Italian,$,4.5,4.4,4.4,4.4,231,Moderate,Casual Elegant,40.737976,-73.9875872,https://www.kayak.com/New-York-Restaurants-Farmer-The-Fish-Gramercy.100033384.rd.ksp
L'Express,Gramercy,French,$,4.6,4.5,4.4,4.4,183,Moderate,Casual Dining,40.7380991,-73.9876326,https://www.kayak.com/New-York-Restaurants-L-Express.100003214.rd.ksp
Brunetti Pizza - West Village,West Village,Pizzeria,$,4.5,4.5,4.6,4.4,68,Moderate,Casual Dining,40.738268,-74.005377,https://www.kayak.com/New-York-Restaurants-Brunetti-Pizza-West-Village.100004214.rd.ksp
Bocca Cucina & Bar,Gramercy,Italian,$,4.3,4.3,4.3,4.1,7605,Moderate,Casual Dining,40.738276,-73.9888627,https://www.kayak.com/New-York-Restaurants-Bocca.100005078.rd.ksp
La Nacional Restaurant,Chelsea,Spanish,$,4.7,4.7,4.5,4.5,167,Moderate,Casual Dining,40.7393804,-74.0012272,https://www.kayak.com/New-York-Restaurants-La-Nacional-Restaurant.101054014.rd.ksp
Natsumi Tapas,Midtown,Japanese,$,4.4,4.3,4,4.2,1597,Moderate,Casual Dining,40.7395596,-73.9823286,https://www.kayak.com/New-York-Restaurants-Natsumi-Tapas.100027712.rd.ksp
Patrizia's of 2nd Avenue,Midtown,Italian,$,4.3,4.1,4.4,4.1,45,Moderate,Casual Dining,40.7399139,-73.9791031,https://www.kayak.com/New-York-Restaurants-Patrizia-s-of-2nd-Avenue.100028712.rd.ksp
BoCaPhe Chelsea,Chelsea,Vietnamese,$,4.6,4.4,4.8,4.4,13,Moderate,Casual Dining,40.740504,-74.0016198,https://www.kayak.com/New-York-Restaurants-BoCaphe.100029430.rd.ksp
Flatiron Hall,Flatiron District,American,$,4.3,4.1,4.1,4,768,Moderate,Casual Dining,40.7410065,-73.9896538,https://www.kayak.com/New-York-Restaurants-Flatiron-Hall.100052630.rd.ksp
Dolcino Trattoria Toscana,Midtown,Italian,$,4.1,4,4.1,3.8,471,Low,Casual Dining,40.7415752,-73.9785218,https://www.kayak.com/New-York-Restaurants-Dolcino-Trattoria-Toscana.100052744.rd.ksp
BXL ZOUTE,Flatiron District,Belgian,$,4.6,4.6,4.6,4.5,60,Moderate,Casual Dining,40.7417874,-73.9925761,https://www.kayak.com/New-York-Restaurants-BXL-ZOUTE.100000198.rd.ksp
La Pizza & La Pasta - Eataly NYC Flatiron,Flatiron District,Italian,$,4.3,4.5,4.2,4.1,685,Moderate,Casual Dining,40.7419931,-73.9899357,https://www.kayak.com/New-York-Restaurants-La-Pizza-La-Pasta-Eataly-NYC-Flatiron.101006195.rd.ksp
Bread & Tulips,Midtown,Italian,$,4.6,4.5,4.8,4.8,13,Low,Casual Elegant,40.7421174,-73.984741,https://www.kayak.com/New-York-Restaurants-Bread-Tulips.100018423.rd.ksp
Pippali,Midtown,Contemporary Indian,$,4.7,4.7,4.6,4.3,30,Moderate,Casual Elegant,40.7423568,-73.9833045,https://www.kayak.com/New-York-Restaurants-Pippali.100035903.rd.ksp
