name,locality,cuisine,price_per_person,overall_rating,food,service,ambiance,reviews,noise,dining_style,latitude,longitude,url
Tarallucci e Vino - East Village,East Village,Italian,$$,4.5,4.4,4.4,4.3,554,Moderate,Casual Elegant,40.7289402,-73.9845472,https://www.kayak.com/New-York-Restaurants-Tarallucci-e-Vino-East-Village.100051729.rd.ksp
The Mermaid Oyster Bar,Manhattan,Seafood,$$,4.7,4.6,4.6,4.6,351,Moderate,Casual Dining,40.7290243,-74.0014899,https://www.kayak.com/New-York-Restaurants-The-Mermaid-Oyster-Bar.100015202.rd.ksp
Negril Village,Manhattan,Caribbean,$$,4.3,4.4,4.2,4.2,4428,Moderate,Casual Dining,40.729459,-73.9983466,https://www.kayak.com/New-York-Restaurants-Negril-Village.100013807.rd.ksp
Monte's Trattoria,Manhattan,Italian,$$,4.6,4.6,4.5,4.6,201,Moderate,Casual Dining,40.7295395,-74.0010016,https://www.kayak.com/New-York-Restaurants-Monte-s-Trattoria.100007322.rd.ksp
Market Table,West Village,Contemporary American,$$,4.7,4.7,4.6,4.6,115,Moderate,Casual Elegant,40.72978,-74.0037432,https://www.kayak.com/New-York-Restaurants-Market-Table.100007536.rd.ksp
The Boil Waverly,Manhattan,Creole / Cajun / Southern,$$,4.7,4.7,4.5,4.5,8115,Moderate,Casual Dining,40.7301569,-73.9941457,https://www.kayak.com/New-York-Restaurants-The-Boil-Waverly.100030054.rd.ksp
The Clam,Greenwich Village,Seafood,$$,4.8,4.8,4.8,4.7,90,Moderate,Casual Elegant,40.7303199,-74.0065674,https://www.kayak.com/New-York-Restaurants-The-Clam.100001938.rd.ksp
EN Japanese Brasserie,West Village,Japanese,$$,4.6,4.6,4.5,4.6,306,Moderate,Casual Elegant,40.7304801,-74.0070023,https://www.kayak.com/New-York-Restaurants-EN-Japanese-Brasserie.100014208.rd.ksp
The Leroy House,West Village,American,$$,4.7,4.6,4.6,4.7,2469,Moderate,Casual Dining,40.730622,-74.006532,https://www.kayak.com/New-York-Restaurants-The-Leroy-House-f-k-a-Harwood-on-Hudson-.100051198.rd.ksp
La Loteria,West Village,Contemporary Mexican,$$,4.5,4.5,4.3,4.2,2473,Moderate,Casual Elegant,40.7307928,-74.004204,https://www.kayak.com/New-York-Restaurants-La-Loteria.100008436.rd.ksp
The Loyal,West Village,American,$$,4.5,4.4,4.4,4.4,4703,Moderate,Casual Elegant,40.7321386,-74.0033283,https://www.kayak.com/New-York-Restaurants-The-Loyal.100041027.rd.ksp
North Square,Manhattan,American,$$,4.7,4.6,4.4,4.3,54,Moderate,Casual Dining,40.7323868,-73.9986529,https://www.kayak.com/New-York-Restaurants-North-Square.100040259.rd.ksp
Margaux,Manhattan,Mediterranean,$$,4.3,4.1,3.9,4.5,35,Moderate,Casual Dining,40.7325933,-73.9968968,https://www.kayak.com/New-York-Restaurants-Margaux.101015969.rd.ksp
Suprema Provisions,West Village,Italian,$$,4.5,4.4,4.3,4.4,1912,Moderate,Casual Dining,40.732643,-74.0036606,https://www.kayak.com/New-York-Restaurants-Suprema-Provisions.100030610.rd.ksp
Boucherie - West Village,West Village,French,$$,4.4,4.4,4.3,4.6,460,Moderate,Casual Elegant,40.7330542,-74.0029005,https://www.kayak.com/New-York-Restaurants-Boucherie-West-Village.100034175.rd.ksp
Bowery Road,East Village,American,$$,4.2,4.1,4.1,4.1,67,Moderate,Casual Dining,40.7333186,-73.9901732,https://www.kayak.com/New-York-Restaurants-Bowery-Road.101008741.rd.ksp
L'Artusi,West Village,Italian,$$,4.6,4.6,4.5,4.4,13579,Moderate,Casual Elegant,40.7337833,-74.0051396,https://www.kayak.com/New-York-Restaurants-LArtusi.100047835.rd.ksp
Casa Apicii,Manhattan,Italian,$$,4.5,4.4,4.3,4.5,3981,Moderate,Casual Elegant,40.733814,-73.9987422,https://www.kayak.com/New-York-Restaurants-Casa-Apicii.100030476.rd.ksp
Cowgirl,West Village,Barbecue,$$,4.5,4.3,4.4,4.4,1169,Moderate,Casual Dining,40.7338239,-74.0064618,https://www.kayak.com/New-York-Restaurants-Cowgirl.100047879.rd.ksp
Delice & Sarrasin,West Village,Vegan,$$,4.8,4.8,4.8,4.7,94,Moderate,Casual Dining,40.7338495,-74.0005994,https://www.kayak.com/New-York-Restaurants-Delice-Sarrasin.100010243.rd.ksp
Empellon Taqueria,West Village,Contemporary Mexican,$$,4.4,4.3,4.2,4.1,10265,Moderate,Casual Dining,40.7341405,-74.0030338,https://www.kayak.com/New-York-Restaurants-Empellon-Taqueria.100017652.rd.ksp
Quality Eats West Village,West Village,American,$$,4.5,4.6,4.4,4.4,301,Moderate,Casual Dining,40.734487,-74.0000708,https://www.kayak.com/New-York-Restaurants-Quality-Eats-West-Village.100359523.rd.ksp
Le Baratin,West Village,Contemporary French / American,$$,4.8,4.7,4.7,4.7,126,Moderate,Casual Dining,40.7349776,-73.9999664,https://www.kayak.com/New-York-Restaurants-Le-Baratin.100003210.rd.ksp
Oak Tuscan Truffle Lounge,West Village,Italian,$$,4.8,4.7,4.8,4.6,500,Low,Casual Elegant,40.7350283,-74.0000164,https://www.kayak.com/New-York-Restaurants-Oak-Tuscan-Truffle-Lounge.100052562.rd.ksp
Upholstery Store: Food and Wine,West Village,Contemporary American,$$,4.5,4.4,4.5,4.4,285,Moderate,Casual Dining,40.7352507,-74.0082526,https://www.kayak.com/New-York-Restaurants-Upholstery-Store-Food-and-Wine.100050681.rd.ksp
Morandi,West Village,Italian,$$,4.5,4.4,4.3,4.4,14541,Moderate,Casual Dining,40.7353587,-74.0014906,https://www.kayak.com/New-York-Restaurants-Morandi.100020791.rd.ksp
Sant Ambroeus - West Village,West Village,Italian,$$,4.6,4.5,4.4,4.5,4547,Moderate,Casual Elegant,40.7354463,-74.0031986,https://www.kayak.com/New-York-Restaurants-Sant-Ambroeus-West-Village.100015577.rd.ksp
Casa Mono,Gramercy,Spanish,$$,4.7,4.8,4.6,4.6,470,Moderate,Casual Elegant,40.7358936,-73.9871361,https://www.kayak.com/New-York-Restaurants-Casa-Mono.100013333.rd.ksp
Da Andrea,Manhattan,Italian,$$,4.6,4.6,4.6,4.5,528,Moderate,Casual Dining,40.7361321,-73.995801,https://www.kayak.com/New-York-Restaurants-Da-Andrea.100026446.rd.ksp
Society Cafe,Manhattan,American,$$,4.6,4.6,4.4,4.7,99,Moderate,Casual Elegant,40.73618,-73.9966,https://www.kayak.com/New-York-Restaurants-Society-Cafe.100035884.rd.ksp
Javelina - Union Square,Gramercy,Tex-Mex,$$,4.5,4.5,4.4,4.3,133,Moderate,Casual Dining,40.7368197,-73.9874428,https://www.kayak.com/New-York-Restaurants-Javelina.100008166.rd.ksp
Boucherie - Union Square,Gramercy,French,$$,4.4,4.4,4.4,4.6,434,Moderate,Casual Elegant,40.7372552,-73.9882246,https://www.kayak.com/New-York-Restaurants-Boucherie-Union-Square.100045483.rd.ksp
Tea & Sympathy,West Village,British,$$,4.4,4.4,4.3,4.2,434,Moderate,Casual Dining,40.738313,-74.00193,https://www.kayak.com/New-York-Restaurants-Tea-Sympathy.100030593.rd.ksp
Maialino,Gramercy,Italian,$$,4.5,4.4,4.3,4.4,20414,Moderate,Casual Dining,40.7384152,-73.9857609,https://www.kayak.com/New-York-Restaurants-Maialino.100013829.rd.ksp
High Street on Hudson,West Village,American,$$,4.4,4.4,4.4,4.4,72,Moderate,Casual Dining,40.7388422,-74.0056803,https://www.kayak.com/New-York-Restaurants-High-Street-on-Hudson.100025984.rd.ksp
"Novitá - New York City, Manhattan",Gramercy,Italian,$$,4.7,4.7,4.6,4.6,423,Moderate,Casual Elegant,40.7392385,-73.9864787,https://www.kayak.com/New-York-Restaurants-Novita-New-York-City-Manhattan.100012606.rd.ksp
Santina,Meatpacking District,Italian,$$,4.5,4.4,4.2,4.4,13188,Moderate,Casual Dining,40.7396039,-74.0088855,https://www.kayak.com/New-York-Restaurants-Santina.100007781.rd.ksp
Giorgio's of Gramercy,Flatiron District,Contemporary American,$$,4.7,4.6,4.8,4.6,91,Moderate,Casual Elegant,40.7396065,-73.9886459,https://www.kayak.com/New-York-Restaurants-Giorgio-s-of-Gramercy.100003204.rd.ksp
STK - Rooftop,Meatpacking District,Contemporary American,$$,4.2,4.3,4.2,4.3,334,Moderate,Casual Dining,40.7399368,-74.0072542,https://www.kayak.com/New-York-Restaurants-STK-Rooftop.100979328.rd.ksp
Riverpark,Midtown,American,$$,4.5,4.4,4.4,4.6,11783,Moderate,Casual Elegant,40.7400445,-73.974369,https://www.kayak.com/New-York-Restaurants-Riverpark.100016021.rd.ksp
Boqueria Flatiron,Chelsea,Tapas / Small Plates,$$,4.6,4.6,4.4,4.3,5125,Moderate,Casual Elegant,40.7402389,-73.9937667,https://www.kayak.com/New-York-Restaurants-Boqueria-Flatiron.100024808.rd.ksp
Merakia,Flatiron District,Greek,$$,4.2,4.3,4.1,4.4,22,Moderate,Casual Elegant,40.7406085,-73.9911093,https://www.kayak.com/New-York-Restaurants-Merakia.100986228.rd.ksp
Periyali,Flatiron District,Greek,$$,4.7,4.7,4.7,4.6,144,Moderate,Casual Dining,40.7406277,-73.9929625,https://www.kayak.com/New-York-Restaurants-Periyali.101010050.rd.ksp
Trattoria Zero Otto Nove - Flatiron,Flatiron District,Italian,$$,4.7,4.7,4.7,4.5,186,Moderate,Casual Dining,40.7408377,-73.9915684,https://www.kayak.com/New-York-Restaurants-Trattoria-Zero-Otto-Nove.100021774.rd.ksp
Jue Lan Club,Flatiron District,Chinese,$$,4.4,4.4,4.3,4.5,277,Moderate,Casual Dining,40.7409461,-73.9935311,https://www.kayak.com/New-York-Restaurants-Jue-Lan-Club.100027201.rd.ksp
The Little Beet Table,Flatiron District,American,$$,4.8,4.7,4.7,4.5,194,Moderate,Casual Dining,40.741086,-73.985333,https://www.kayak.com/New-York-Restaurants-The-Little-Beet-Table.100007039.rd.ksp
SushiNao,Chelsea,Japanese,$$,4.5,4.5,4.5,4.6,1335,Low,Casual Elegant,40.7419972,-74.0015472,https://www.kayak.com/New-York-Restaurants-SushiNao.100038700.rd.ksp
Serra by Birreria,Flatiron District,Italian,$$,4.3,4.1,4.2,4.5,933,Moderate,Casual Dining,40.7420178,-73.9899056,https://www.kayak.com/New-York-Restaurants-Serra-by-Birreria.101014210.rd.ksp
TAO Downtown - New York,Chelsea,Fusion / Eclectic,$$,4.5,4.6,4.3,4.7,1078,Moderate,Casual Dining,40.7423232,-74.0041344,https://www.kayak.com/New-York-Restaurants-Tao-Downtown.100002621.rd.ksp
Le Zie 2000,Chelsea,Italian,$$,4.5,3.5,4.5,4.4,957,Moderate,Casual Dining,40.74253,-73.997081,https://www.kayak.com/New-York-Restaurants-Le-Zie-2000.100040420.rd.ksp
Socarrat Paella Bar - Chelsea,Chelsea,Spanish,$$,4.6,4.6,4.7,4.5,181,Moderate,Casual Elegant,40.7426481,-73.9995427,https://www.kayak.com/New-York-Restaurants-Socarrat-Paella-Bar-Chelsea.101013766.rd.ksp
Tarallucci e Vino - NoMad,Midtown,Italian,$$,4.3,4.2,4.3,4.3,47,Moderate,Casual Elegant,40.7434168,-73.9847247,https://www.kayak.com/New-York-Restaurants-Tarallucci-e-Vino-NoMad.100030410.rd.ksp
Salinas,Chelsea,Spanish,$$,4.5,4.4,4.4,4.6,7663,Moderate,Casual Elegant,40.7436469,-74.0031642,https://www.kayak.com/New-York-Restaurants-Salinas.100018277.rd.ksp
Leonelli Taberna,Midtown,Italian,$$,4.5,4.5,4.5,4.3,828,Moderate,Casual Dining,40.7439639,-73.9869839,https://www.kayak.com/New-York-Restaurants-Leonelli-Taberna.100051590.rd.ksp
Momofuku Nishi,Chelsea,Contemporary Italian,$$,4.5,4.4,4.4,4.2,6329,Moderate,Casual Elegant,40.7443392,-73.9987769,https://www.kayak.com/New-York-Restaurants-Momofuku-Nishi.100031444.rd.ksp
ilili,Midtown,Lebanese,$$,4.7,4.7,4.6,4.5,1048,Moderate,Casual Elegant,40.7443707,-73.98779,https://www.kayak.com/New-York-Restaurants-ilili.100007317.rd.ksp
Quality Eats Nomad,Midtown,Steakhouse,$$,4.6,4.5,4.5,4.5,1126,Moderate,Casual Dining,40.7445129,-73.9866131,https://www.kayak.com/New-York-Restaurants-Quality-Eats-Nomad.100052471.rd.ksp
The Flatiron Room - Nomad,Midtown,American,$$,4.5,4.2,4.4,4.8,312,Moderate,Casual Elegant,40.7445183,-73.9904632,https://www.kayak.com/New-York-Restaurants-The-Flatiron-Room.100000087.rd.ksp
PN wood fired pizza,Midtown,Italian,$$,4.5,4.4,4.3,4.2,1055,Moderate,Casual Dining,40.7447733,-73.9877491,https://www.kayak.com/New-York-Restaurants-PN-wood-fired-pizza.100051082.rd.ksp
Cardoncello diVino,Midtown,Italian,$$,4.7,4.7,4.7,4.6,1316,Moderate,Casual Dining,40.7451862,-73.9898467,https://www.kayak.com/New-York-Restaurants-Cardoncello-diVino.100052561.rd.ksp
Pastai,Chelsea,Sicilian,$$,4.4,4.4,4.2,4.2,776,Moderate,Casual Dining,40.745388,-74.0018661,https://www.kayak.com/New-York-Restaurants-Pastai.100040437.rd.ksp
Blossom- Chelsea,Chelsea,Vegetarian / Vegan,$$,4.8,4.7,4.8,4.6,65,Moderate,Casual Elegant,40.7454821,-74.0022829,https://www.kayak.com/New-York-Restaurants-Blossom-Chelsea.100024446.rd.ksp
Fonda Chelsea,Chelsea,Mexican,$$,4.5,4.6,4.4,4.4,174,Moderate,Casual Dining,40.7455495,-74.0023544,https://www.kayak.com/New-York-Restaurants-Fonda-Chelsea.100004757.rd.ksp
aRoqa,Chelsea,Indian,$$,4.5,4.5,4.6,4.4,113,Moderate,Casual Dining,40.7460795,-74.0013545,https://www.kayak.com/New-York-Restaurants-aRoqa.100038847.rd.ksp
Tía Pol,Chelsea,Tapas / Small Plates,$$,4.6,4.6,4.5,4.2,4477,Moderate,Casual Dining,40.7473,-74.0047278,https://www.kayak.com/New-York-Restaurants-Tia-Pol.100022547.rd.ksp
Txikito,Chelsea,Basque,$$,4.4,4.5,4.4,4,3010,Moderate,Casual Dining,40.7473898,-74.0004115,https://www.kayak.com/New-York-Restaurants-Txikito.101029300.rd.ksp
Hiroshi Sushi,Midtown,Japanese,$$,4.1,4,4.1,3.5,285,Low,Casual Dining,40.748367,-73.9758786,https://www.kayak.com/New-York-Restaurants-Hiroshi-Sushi.100025361.rd.ksp
Biricchino,Chelsea,Italian,$$,4.6,4.7,4.6,4.6,102,Moderate,Casual Elegant,40.7488549,-73.9954826,https://www.kayak.com/New-York-Restaurants-Biricchino.100032465.rd.ksp
Rossini's Restaurant,Midtown,Italian,$$,4.7,4.7,4.8,4.7,158,Moderate,Casual Elegant,40.7492299,-73.9789166,https://www.kayak.com/New-York-Restaurants-Rossini-s-Restaurant.100018281.rd.ksp
Wokuni,Midtown,Japanese,$$,4.7,4.7,4.6,4.6,362,Moderate,Casual Dining,40.7492448,-73.9773995,https://www.kayak.com/New-York-Restaurants-Wokuni.100041285.rd.ksp
Pennsylvania 6 - NYC,Chelsea,American,$$,4.2,4.1,4.1,4,2738,Moderate,Casual Elegant,40.7497169,-73.9929921,https://www.kayak.com/New-York-Restaurants-Pennsylvania-6-NYC.100022161.rd.ksp
Hakata Tonton,West Village,Japanese,$$,4.5,4.5,4.3,4,3872,Moderate,Casual Dining,40.7499701,-73.9857172,https://www.kayak.com/New-York-Restaurants-Hakata-Tonton.100030193.rd.ksp
Porteno Restaurant,Chelsea,Argentinean,$$,4.7,4.7,4.7,4.6,58,Moderate,Casual Elegant,40.7504599,-74.0024185,https://www.kayak.com/New-York-Restaurants-Porteno-Restaurant.101017813.rd.ksp
Gallow Green,Chelsea,Continental,$$,4.3,4.1,4.3,4.7,183,Moderate,Casual Dining,40.7507722,-74.0040792,https://www.kayak.com/New-York-Restaurants-Gallow-Green.100000254.rd.ksp
Nick & Stef’s Steakhouse - New York,Chelsea,Steakhouse,$$,4.6,4.6,4.7,4.4,248,Moderate,Casual Elegant,40.7510502,-73.9932346,https://www.kayak.com/New-York-Restaurants-Nick-Stefs-Steakhouse-New-York.101007494.rd.ksp
Death Ave.,Chelsea,American,$$,4.5,4.6,4.7,4.6,35,Moderate,Casual Elegant,40.7510637,-74.0019532,https://www.kayak.com/New-York-Restaurants-Death-Ave-.101006976.rd.ksp
Alcala,Midtown,Spanish,$$,4.2,4.4,4.1,4.1,38,Moderate,Casual Elegant,40.7512208,-73.9717524,https://www.kayak.com/New-York-Restaurants-Alcala.100037027.rd.ksp
The Australian,Midtown,Australian,$$,4.1,3.9,4.2,4,456,Moderate,Casual Dining,40.7512973,-73.9838618,https://www.kayak.com/New-York-Restaurants-The-Australian.100000742.rd.ksp
Grand Central Oyster Bar,Midtown,Seafood,$$,4.2,4.2,3.9,4.2,622,Moderate,Casual Dining,40.7524823,-73.9774311,https://www.kayak.com/New-York-Restaurants-Grand-Central-Oyster-Bar.100010391.rd.ksp
Magic Hour Rooftop Bar & Lounge,Midtown,American,$$,3.8,3.5,3.7,4,728,Moderate,Casual Dining,40.7524923,-73.9893157,https://www.kayak.com/New-York-Restaurants-Magic-Hour-Rooftop-Bar-Lounge.100052467.rd.ksp
Celon Bar and Lounge,Midtown,Bar / Lounge / Bottle Service,$$,4.4,4.4,4.4,4.5,27,Moderate,Casual Elegant,40.7528062,-73.9837798,https://www.kayak.com/New-York-Restaurants-Celon-Bar-and-Lounge.101008816.rd.ksp
Koi - New York,Midtown,Japanese,$$,4.4,4.4,4.3,4.2,23367,Moderate,Casual Elegant,40.7528962,-73.9837762,https://www.kayak.com/New-York-Restaurants-Koi-New-York.100014532.rd.ksp
Cipriani - Dolci,Midtown,Italian,$$,4.6,4.6,4.6,4.6,241,Moderate,Casual Elegant,40.7528997,-73.9776113,https://www.kayak.com/New-York-Restaurants-Cipriani-Dolci.100964836.rd.ksp
Aretsky's Patroon,Midtown,American,$$,4.9,4.9,4.9,4.8,176,Moderate,Casual Elegant,40.7534521,-73.9733396,https://www.kayak.com/New-York-Restaurants-Aretsky-s-Patroon.100004211.rd.ksp
Gogi 37,Midtown,Korean,$$,4.3,4.3,4.1,4.2,737,Moderate,Casual Dining,40.7536266,-73.9913213,https://www.kayak.com/New-York-Restaurants-Gogi-37.100036059.rd.ksp
L'Adresse - Bryant Park,Midtown,Contemporary American,$$,4.6,4.5,4.5,4.5,477,Moderate,Casual Elegant,40.7539141,-73.9853115,https://www.kayak.com/New-York-Restaurants-L-adresse.100035089.rd.ksp
Ammos Estiatorio,Midtown,Seafood,$$,4.3,4.1,4.2,4.1,177,Moderate,Casual Elegant,40.7542362,-73.977239,https://www.kayak.com/New-York-Restaurants-Ammos-Estiatorio.100017386.rd.ksp
STK - NYC - Midtown,Midtown,Steakhouse,$$,4,4.1,4.1,4.2,1197,Moderate,Casual Elegant,40.7548374,-73.9827653,https://www.kayak.com/New-York-Restaurants-STK-NYC-Midtown.100018601.rd.ksp
Valbella Midtown,Midtown,Italian,$$,4.5,4.5,4.6,4.4,2937,Moderate,Casual Elegant,40.7549683,-73.9852746,https://www.kayak.com/New-York-Restaurants-Valbella-Midtown.100019432.rd.ksp
Casa Nonna - Midtown,Hell's Kitchen,Italian,$$,4.4,4.3,4.3,4.3,8513,Moderate,Casual Dining,40.7549995,-73.9927853,https://www.kayak.com/New-York-Restaurants-Casa-Nonna-Midtown.100017974.rd.ksp
Sen Sakana,Midtown,Sushi,$$,4.5,4.5,4.4,4.4,3596,Moderate,Casual Elegant,40.7550329,-73.981663,https://www.kayak.com/New-York-Restaurants-Sen-Sakana.100039226.rd.ksp
Wollensky’s Grill,Midtown,American,$$,4.6,4.6,4.5,4.5,236,Moderate,Casual Dining,40.755156,-73.9707177,https://www.kayak.com/New-York-Restaurants-Wollenskys-Grill.100977836.rd.ksp
Shochu and Tapas AYA,Midtown,Tapas / Small Plates,$$,4.3,4.2,4.2,4,87,Moderate,Casual Dining,40.7552226,-73.9690411,https://www.kayak.com/New-York-Restaurants-Shochu-and-Tapas-AYA.100042667.rd.ksp
Socarrat Paella Bar - Midtown East,Midtown,Spanish,$$,4.6,4.5,4.7,4.5,155,Moderate,Casual Elegant,40.75529,-73.96846,https://www.kayak.com/New-York-Restaurants-Socarrat-Paella-Bar-Midtown-East.100039119.rd.ksp
Charlie Palmer at The Knick,Midtown,Contemporary American,$$,4.1,4,4,4.2,1975,Low,Casual Elegant,40.75536,-73.9860562,https://www.kayak.com/New-York-Restaurants-Charlie-Palmer-at-The-Knick.100007136.rd.ksp
Boqueria West 40th Street,Midtown,Tapas / Small Plates,$$,4.5,4.5,4.4,4.4,86,Moderate,Casual Dining,40.7554316,-73.9900633,https://www.kayak.com/New-York-Restaurants-Boqueria-West-40th-Street.100050416.rd.ksp
Pampano New York,Midtown,Mexican,$$,4.5,4.4,4.4,4.3,438,Moderate,Casual Elegant,40.7555556,-73.9705556,https://www.kayak.com/New-York-Restaurants-Pampano-New-York.100011346.rd.ksp
Forty Four,Midtown,American,$$,4.2,4.3,4,4,40,Moderate,Casual Elegant,40.7555936,-73.982172,https://www.kayak.com/New-York-Restaurants-Forty-Four.100009246.rd.ksp
Toscana 49,Midtown,Italian,$$,4.7,4.7,4.7,4.6,195,Moderate,Casual Dining,40.7557485,-73.9721554,https://www.kayak.com/New-York-Restaurants-Toscana-49.101025579.rd.ksp
Beer Authority,Hell's Kitchen,Gastro Pub,$$,4.3,4.3,4.3,4.3,24,Moderate,Casual Dining,40.7559369,-73.9911531,https://www.kayak.com/New-York-Restaurants-Beer-Authority.100023265.rd.ksp
BXL Cafe,Midtown,Belgian,$$,4.5,4.5,4.5,4.2,112,Moderate,Casual Dining,40.7561736,-73.9846328,https://www.kayak.com/New-York-Restaurants-BXL-Cafe.100004098.rd.ksp
iL Punto,Hell's Kitchen,Italian,$$,4.8,4.8,4.8,4.6,101,Moderate,Casual Elegant,40.756175,-73.9946239,https://www.kayak.com/New-York-Restaurants-iL-Punto.100014540.rd.ksp
212 Steakhouse,Midtown,Steakhouse,$$,4.4,4.4,4.6,4.4,106,Moderate,Fine Dining,40.7563374,-73.9664884,https://www.kayak.com/New-York-Restaurants-212-Steakhouse.100006574.rd.ksp
Tony's Di Napoli - Midtown,Midtown,Italian,$$,4.7,4.7,4.8,4.6,1603,Moderate,Casual Dining,40.7564842,-73.9853808,https://www.kayak.com/New-York-Restaurants-Tony-s-Di-Napoli-Midtown.100013943.rd.ksp
Emporium Brasil Restaurant & Bar,Midtown,Brazilian,$$,4.8,4.8,4.9,4.6,37,Moderate,Casual Dining,40.7565176,-73.979897,https://www.kayak.com/New-York-Restaurants-Emporium-Brasil-Restaurant-Bar.100042921.rd.ksp
The National Bar & Dining Rooms,Midtown,Contemporary American,$$,4.1,4,3.7,3.9,12914,Moderate,Casual Dining,40.7566054,-73.972001,https://www.kayak.com/New-York-Restaurants-The-National-Bar-Dining-Rooms.100016797.rd.ksp
Osteria al Doge,Midtown,Italian,$$,4.6,4.6,4.7,4.5,560,Moderate,Casual Dining,40.7566174,-73.9849106,https://www.kayak.com/New-York-Restaurants-Osteria-al-Doge.100015428.rd.ksp
Cafe Un Deux Trois,Midtown,French,$$,4.1,4,4.1,4,13214,Moderate,Casual Dining,40.7566505,-73.9841404,https://www.kayak.com/New-York-Restaurants-Cafe-Un-Deux-Trois.100021252.rd.ksp
"RA Sushi Bar Restaurant – Times Square, NY",Midtown,Japanese,$$,4.3,4.3,4.2,4.1,283,Moderate,Casual Elegant,40.757251,-73.9874539,https://www.kayak.com/New-York-Restaurants-RA-Sushi-Bar-Restaurant-Times-Square-NY.100983164.rd.ksp
Hudson Malone,Midtown,Gastro Pub,$$,4.5,4.3,4.5,4.3,1014,Moderate,Casual Elegant,40.7572639,-73.9686379,https://www.kayak.com/New-York-Restaurants-Hudson-Malone.100031531.rd.ksp
Sardi's,Midtown,Continental,$$,4.5,4.3,4.6,4.6,494,Moderate,Casual Elegant,40.7578088,-73.9876432,https://www.kayak.com/New-York-Restaurants-Sardi-s.100980148.rd.ksp
The Stinger Cocktail Bar and Kitchen,Hell's Kitchen,American,$$,4.2,4,4,4,34,Moderate,Casual Dining,40.758802,-73.9896913,https://www.kayak.com/New-York-Restaurants-The-Stinger-Cocktail-Bar-and-Kitchen.101011231.rd.ksp
Fresco by Scotto,Midtown,Italian,$$,4.5,4.5,4.5,4.3,7922,Moderate,Casual Elegant,40.7588164,-73.9745136,https://www.kayak.com/New-York-Restaurants-Fresco-by-Scotto.100001309.rd.ksp
Bistro Vendome - NYC,Midtown,French,$$,4.7,4.8,4.6,4.5,194,Moderate,Casual Elegant,40.7588838,-73.961895,https://www.kayak.com/New-York-Restaurants-Bistro-Vendome-NYC.100019918.rd.ksp
SIDECAR at P.J. Clarke's,Midtown,American,$$,4.4,4.2,4.3,4.3,4220,Moderate,Casual Elegant,40.7589726,-73.9681925,https://www.kayak.com/New-York-Restaurants-SIDECAR-at-P-J-Clarke-s.100014260.rd.ksp
Rosa Mexicano - First Avenue,Midtown,Mexican,$$,4.3,4.3,4.1,4.1,726,Moderate,Casual Elegant,40.7589866,-73.9627516,https://www.kayak.com/New-York-Restaurants-Rosa-Mexicano-First-Avenue.100010387.rd.ksp
Chimichurri Grill - Theater District,Hell's Kitchen,Steakhouse,$$,4.5,4.6,4.5,4.3,1119,Low,Casual Elegant,40.759011,-73.9844722,https://www.kayak.com/New-York-Restaurants-Chimichurri-Grill-Theater-District.100032620.rd.ksp
Bar SixtyFive at Rainbow Room,Midtown,Contemporary American,$$,4.5,4.2,4.2,4.6,7971,Moderate,Casual Elegant,40.75908,-73.979444,https://www.kayak.com/New-York-Restaurants-Bar-SixtyFive-at-Rainbow-Room.100050795.rd.ksp
Bobby Van's Steakhouse - 54th Street,Midtown,Steakhouse,$$,4.8,4.8,4.8,4.6,83,Moderate,Casual Elegant,40.7593632,-73.9709258,https://www.kayak.com/New-York-Restaurants-Bobby-Van-s-Steakhouse-54th-Street.100018989.rd.ksp
Glass House Tavern,Midtown,Contemporary American,$$,4.7,4.6,4.7,4.5,429,Moderate,Casual Elegant,40.7599261,-73.9866455,https://www.kayak.com/New-York-Restaurants-Glass-House-Tavern.100986613.rd.ksp
Frankie & Johnnie's Steakhouse - Manhattan,Midtown,Steak,$$,4.7,4.7,4.7,4.6,125,Moderate,Casual Dining,40.759969,-73.988935,https://www.kayak.com/New-York-Restaurants-Frankie-Johnnie-s-Steakhouse-Manhattan.100980589.rd.ksp
Frankie and Johnnie's Steakhouse - 46th Street,Hell's Kitchen,Steakhouse,$$,4.5,4.5,4.6,4.5,214,Moderate,Casual Elegant,40.759969,-73.988935,https://www.kayak.com/New-York-Restaurants-Frankie-and-Johnnie-s-Steakhouse-46th-Street.100990482.rd.ksp
Orso - NYC,Hell's Kitchen,Italian,$$,4.8,4.7,4.8,4.7,259,Moderate,Casual Elegant,40.7600118,-73.9890099,https://www.kayak.com/New-York-Restaurants-Orso-NYC.100006269.rd.ksp
Turkish Cuisine,Hell's Kitchen,Turkish,$$,4.5,4.5,4.5,4.3,47,Moderate,Casual Elegant,40.7600863,-73.9916414,https://www.kayak.com/New-York-Restaurants-Turkish-Cuisine.100037214.rd.ksp
Joe Allen,Hell's Kitchen,American,$$,4.7,4.5,4.7,4.7,468,Moderate,Casual Dining,40.7601328,-73.9890604,https://www.kayak.com/New-York-Restaurants-Joe-Allen.101010617.rd.ksp
Bill's Townhouse,Midtown,American,$$,4.6,4.5,4.5,4.6,3321,Moderate,Casual Elegant,40.7601427,-73.9730667,https://www.kayak.com/New-York-Restaurants-Bill-s-Townhouse.100022257.rd.ksp
